MP name,Nature of membership,Start of term,End of term,State,Constituency,Political party,Alliance,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,Education Coefficient,MP Rating
Seema Upadhyay,Elected,18-May-09,In office,Uttar Pradesh,Fatehpur Sikri,Bahujan Samaj Party,UPA,Female,Graduate,B.A.; Educated at Ismail Degree College,47,9,0,224,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,2.17
Shafiqur Rahman Barq,Elected,18-May-09,In office,Uttar Pradesh,Sambhal,Bahujan Samaj Party,UPA,Male,Graduate,"B.A.; Educated at Agra University, Agra, Uttar Pradesh",82,25,0,70,0.98," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,2.9
Shailendra Kumar,Elected,18-May-09,In office,Uttar Pradesh,Kaushambi,Samajwadi Party,UPA,Male,Post Graduate,M. Com.; Educated at Allahabad University (Uttar Pradesh) ,52,268,3,143,0.97," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,75,3.85
Sharad Yadav,Elected,18-May-09,In office,Bihar,Madhepura,Janata Dal (United),NDA,Male,Graduate,"B.Sc., B.E. (Electrical); Educated at Robertson College and Jabalpur Engineering College, Jabalpur, Madhya Pradesh",65,121,0,41,0.84," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,60,2.8
Sharifuddin Shariq,Elected,18-May-09,In office,Jammu and Kashmir,Baramulla,Jammu and Kashmir National Conference,UPA,Male,Post Graduate,"M.A. (Urdu), B.Ed, D.T. and LL.B.; Educated at Jammu and Kashmir University and Aligarh Muslim University, Aligarh (UP) ",77,32,0,57,0.88," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,35.4,0,84,89%,75,2.78
Shashi Tharoor,Elected,18-May-09,In office,Kerala,Thiruvananthapuram,Indian National Congress,UPA,Male,Doctorate,"Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA",56,12,1,85,0.88,"This MP was a Minister.  He tendered his resignation on 18th April, 2010.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only from 19th April, 2010. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",21.5,0.4,166,77%,36.7,0.9,227,84%,90,2.93
Shatrughan Sinha,Elected,18-May-09,In office,Bihar,Patna Sahib,Bharatiya Janata Party,NDA,Male,Graduate,"Educated at Film & Television Institute of Pune (FTII), Maharashtra",66,6,0,66,0.72," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,60,1.55
Sheesh Ram Ola,Elected,18-May-09,In office,Rajasthan,Jhunjhunu,Indian National Congress,UPA,Male,Under Graduate,"Educated at Education Board, Rajasthan",85,4,0,8,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,20,1.6
Sher Singh Ghubaya,Elected,18-May-09,In office,Punjab,Ferozpur,Shiromani Akali Dal,NDA,Male,Under Graduate,,50,10,0,39,0.62," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,20,1.23
Shibu Soren,Elected,18-May-09,In office,Jharkhand,Dumka,Jharkhand Mukti Morcha,UPA,Male,Under Graduate,"Educated at Gola High School, Hazaribagh (Jharkhand) ",68,0,0,0,0.2,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,20,0.6
Shivaji Adhalrao Patil,Elected,18-May-09,In office,Maharashtra,Shirur,Shiv Sena,NDA,Male,Under Graduate,"Intermediate (Arts); Educated at Shivaji University, Kolhapur, Maharashtra.",56,10,0,699,0.42," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,20,1.72
Shivaramagouda Shivanagouda,Elected,18-May-09,In office,Karnataka,Koppal,Bharatiya Janata Party,NDA,Male,Graduate,"B.A., LL.B.; Educated at Karnataka College, Dhawar and Karnataka University Law College, Dhawar",58,32,0,145,0.77," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,60,2.58
Shivraj Singh Lodhi,Elected,18-May-09,In office,Madhya Pradesh,Damoh,Bharatiya Janata Party,NDA,Male,Under Graduate,"Educated at Govt. Higher Secondary School, Distt. Sagar, Madhya Pradesh",68,11,0,67,0.87," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,20,1.98
Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle,Elected,18-May-09,In office,Maharashtra,Satara,Nationalist Congress Party,UPA,Male,Post Graduate,"Production Engg., Educated at Bharati Vidyapeeth",46,1,0,39,0.52," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,75,1.18
Shripad Yesso Naik,Elected,18-May-09,In office,Goa,North Goa,Bharatiya Janata Party,NDA,Male,Graduate,"B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra) ",59,28,0,115,0.8," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,20.5,0.5,150,87%,60,2.58
Shruti Choudhry,Elected,18-May-09,In office,Haryana,Bhiwani-Mahendragarh,Indian National Congress,UPA,Female,Graduate,"B.A., LL.B.; Educated at Univeristy of Delhi and B.R. Ambedkar University, Agra",36,12,0,423,0.8," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,8.7,0.1,149,69%,60,2.73
Sidhant Mohapatra,Elected,18-May-09,In office,Orissa,Berhampur,Biju Janata Dal,Third Front,Male,Post Graduate,M.B.A.; Educated at Institute of Marketing and Management,46,2,0,4,0.63," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,75,1.25
Sivakumar @ J.K. Ritheesh. K,Elected,18-May-09,In office,Tamil Nadu,Ramanthapuram,Dravida Munnetra Kazhagam,UPA,Male,Graduate,"B.E. (Civil), D.C.E.,; Educated at Alagappa Engneering College, Karaikudi, Tamil Nadu",39,15,0,106,0.39," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,60,1.43
Sk. Nurul Islam,Elected,18-May-09,In office,West Bengal,Basirhat,All India Trinamool Congress,UPA,Male,Under Graduate,ALIM; Educated at Khorki Sr. Madrasa,48,1,0,4,0.44," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,20,0.6
Sk. Saidul Haque,Elected,18-May-09,In office,West Bengal,Bardhaman-Durgapur,Communist Party of India (Marxist),Third Front,Male,Post Graduate,"M.A. (English), B.Ed.; Educated at Burdwan Raj College, Burdwan University",58,71,0,193,0.97," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,75,3.8
Sohan Potai,Elected,18-May-09,In office,Chhattisgarh,Kanker,Bharatiya Janata Party,NDA,Male,Post Graduate,"M.A. (Sociology); Educated at Pandit Ravi Shankar University, Raipur (Chhattisgarh) ",54,10,0,3,0.7," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,9.6,0.3,120,64%,75,1.7
Solanki Dinubhai Boghabhal,Elected,18-May-09,In office,Gujarat,Junagadh,Bharatiya Janata Party,NDA,Male,Graduate,B.A.,55,0,0,0,0.17,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,60,0.87
Somabhai Gandalal Koli Patel,Elected,18-May-09,In office,Gujarat,Surendranagar,Indian National Congress,UPA,Male,Under Matric,"Educated at Viramgam Taluka Shala, Viramgam, Ahmedabad, Gujarat",72,1,0,6,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,10,1.22
Somendra Nath Mitra,Elected,18-May-09,In office,West Bengal,Diamond Harbour,All India Trinamool Congress,UPA,Male,Graduate,"B.Sc., LL.B.",68,1,0,191,0.47," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,1.42
Sonawane Pratap Narayanrao,Elected,18-May-09,In office,Maharashtra,Dhule,Bharatiya Janata Party,NDA,Male,Graduate,"B.E.(Civil); Educated at College of Engineering., Pune, (Maharashtra)",63,12,0,232,0.52," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,60,1.62
Sonia Gandhi,Elected,18-May-09,In office,Uttar Pradesh,Rae Bareli,Indian National Congress,UPA,Female,Diploma Course,"(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",65,1,0,0,0.47," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,45,0.73
Subhash Bapurao Wankhede,Elected,18-May-09,In office,Maharashtra,Hingoli,Shiv Sena,NDA,Male,Under Graduate,"Educated at Zilla Parishad School, Hadgaon, Maharashtra",49,10,0,283,0.64," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,20,1.78
Subrata Bakshi,Elected,21-Dec-11,In office,West Bengal,Kolkata Dakshin,All India Trinamool Congress,UPA,Male,Post Graduate,"B.Sc., LL.B.",62,1,0,0,0.31," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",8,0.2,52,77%,8.1,0.1,30,72%,75,1
Sucharu Ranjan Haldar,Elected,18-May-09,In office,West Bengal,Ranaghat,All India Trinamool Congress,UPA,Male,Post Graduate,"M.B.B.S., DTM&H, DDV, M.D.; Educated at (i) Kanakrapara Municiapal Polytechnic High School, (ii) Hooghly Mohsin College, (iii) Medical College, Kolkata, (iv) Kolkata School of Tropical Medicine, (v) University College of Medicine (Kolkata University) and ",72,6,0,25,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,75,1.93
Sudarshan Bhagat,Elected,18-May-09,In office,Jharkhand,Lohardaga,Bharatiya Janata Party,NDA,Male,Graduate,"B.A. (Hons.); Educated at Kartik Uraon College, Gumla, University of Ranchi, Jharkhand",42,14,0,293,0.87," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,60,2.8
Sudip Bandyopadhyay,Elected,18-May-09,In office,West Bengal,Kolkata Uttar,All India Trinamool Congress,UPA,Male,Graduate,"B.Sc.; Educated at K.N. College, Berhampore, West Bengal",59,45,0,0,0.89,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,77%,21.9,0.6,78,72%,60,2.67
Sukender Reddy Gutha,Elected,18-May-09,In office,Andhra Pradesh,Nalgonda,Indian National Congress,UPA,Male,Graduate,"B.Sc.; Educated at Osmania University, Hyderabad, Andhra Pradesh",58,7,0,83,0.64," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,1.48
Sukhdev Singh Libra,Elected,18-May-09,In office,Punjab,Fatehgarh Sahib,Indian National Congress,UPA,Male,Under Graduate,"Educated at Shri Guru Govind Singh High School, Khanna, Distt. Ludhiana, Punjab",79,8,0,85,0.98," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,20,2.22
Sumitra Mahajan,Elected,18-May-09,In office,Madhya Pradesh,Indore,Bharatiya Janata Party,NDA,Female,Post Graduate,"M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh) ",69,42,2,440,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,75,3.7
Supriya Sule,Elected,18-May-09,In office,Maharashtra,Baramati,Nationalist Congress Party,UPA,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",43,30,5,604,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,60,3.6
Surendra Singh Nagar,Elected,18-May-09,In office,Uttar Pradesh,Gautam Buddha Nagar,Bahujan Samaj Party,UPA,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",47,21,0,272,0.78," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,60,2.75
Suresh Channabasappa Angadi,Elected,18-May-09,In office,Karnataka,Belgaum,Bharatiya Janata Party,NDA,Male,Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",57,20,0,257,0.75," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,60,2.5
Suresh Kalmadi,Elected,18-May-09,In office,Maharashtra,Pune,Indian National Congress,UPA,Male,Graduate,"B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad",68,1,0,89,0.43," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,60,1.23
Suresh Kashinath Taware,Elected,18-May-09,In office,Maharashtra,Bhiwandi,Indian National Congress,UPA,Male,Graduate,"B.Com; Educated at B.N.N. College, Bhiwandi",52,10,0,129,0.86," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,60,2.18
Suresh Kodikunnil,Elected,18-May-09,In office,Kerala,Mavelikkara,Indian National Congress,UPA,Male,Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",50,65,4,669,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,60,4
Suresh Kumar Shetkar,Elected,18-May-09,In office,Andhra Pradesh,Zahirabad,Indian National Congress,UPA,Male,Graduate,"B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra",52,17,0,567,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,60,2.48
Sushil Kumar Singh,Elected,18-May-09,In office,Bihar,Aurangabad,Janata Dal (United),NDA,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",49,31,0,256,0.76," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,75,2.83
Sushila Saroj,Elected,18-May-09,In office,Uttar Pradesh,Mohanlalganj,Samajwadi Party,UPA,Female,Post Graduate,"M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh",61,21,0,454,0.88," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,75,3.32
Sushma Swaraj,Elected,18-May-09,In office,Madhya Pradesh,Vidisha,Bharatiya Janata Party,NDA,Female,Graduate,"B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",60,82,1,43,0.94,"This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st December, 2009. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,60,3.28
Susmita Bauri,Elected,18-May-09,In office,West Bengal,Bishnupur,Communist Party of India (Marxist),Third Front,Female,Graduate,"LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal",37,25,0,33,0.94," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,2.65
Suvendu Adhikari,Elected,18-May-09,In office,West Bengal,Tamluk,All India Trinamool Congress,UPA,Male,Graduate,B.A. (Hons.); Educated at Contai P. K. College,41,10,0,61,0.24," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,1.25
Syed Shahnawaz Hussain,Elected,18-May-09,In office,Bihar,Bhagalpur,Bharatiya Janata Party,NDA,Male,Diploma Course,"Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi",43,50,0,489,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,45,3.65
T.K.S. Elangovan,Elected,18-May-09,In office,Tamil Nadu,Chennai North,Dravida Munnetra Kazhagam,UPA,Male,Post Graduate,"M.A. (English Literature); Educated at Pachayappa`s College, Chennai",58,39,0,15,0.93," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,75,2.8
Tabassum Hasan,Elected,18-May-09,In office,Uttar Pradesh,Kairana,Bahujan Samaj Party,UPA,Female,Under Graduate,,41,0,0,22,0.65," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,20,0.85
Takam Sanjoy,Elected,18-May-09,In office,Arunachal Pradesh,Arunachal West,Indian National Congress,UPA,Male,Graduate,"I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU) ",45,5,0,54,0.67," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,12,0,40,78%,60,1.55
Tapas Paul,Elected,18-May-09,In office,West Bengal,Krishnanagar,All India Trinamool Congress,UPA,Male,Graduate,B.Sc. (Bio Science); Educated at Burdwan University,54,6,0,0,0.67," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,1.37
Tarachand Bhagora,Elected,18-May-09,In office,Rajasthan,Banswara,Indian National Congress,UPA,Male,Post Graduate,"M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan",58,3,0,177,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,75,2.3
Tarun Mandal,Elected,18-May-09,In office,West Bengal,Jaynagar,Independent,Others,Male,Graduate,"M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi",53,101,0,21,0.74," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,60,2.37
Tathagata Satpathy,Elected,18-May-09,In office,Orissa,Dhenkanal,Biju Janata Dal,Third Front,Male,Graduate,"B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",56,26,0,254,0.71," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,60,2.7
Thalikkottai Rajuthevar Baalu,Elected,18-May-09,In office,Tamil Nadu,Sriperumbudur,Dravida Munnetra Kazhagam,UPA,Male,Graduate,"B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",71,28,0,108,0.82," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,60,2.58
